symbol	hgnc_id	entrez_id	ensembl_gene_id	gene_name	uniprot_ids	protein_name_uniprot	alias_symbols	disease	category	label	evidence	note	source
ABHD12	HGNC:15868	26090	ENSG00000100997	abhydrolase domain containing 12, lysophospholipase	Q8N2K0		DKFZP434P106|dJ965G21.2|BEM46L2|ABHD12A|C20orf22						
ABHD12B	HGNC:19837	145447	ENSG00000131969	abhydrolase domain containing 12B	Q7Z5M8		BEM46L3|C14orf29						
ABHD13	HGNC:20293	84945	ENSG00000139826	abhydrolase domain containing 13	Q7L211		bA153I24.2|FLJ14906|BEM46L1|C13orf6						
ABHD14A	HGNC:24538	25864	ENSG00000248487	abhydrolase domain containing 14A	Q9BUJ0		DKFZP564O243|DORZ1						
ABHD14B	HGNC:28235	84836	ENSG00000114779	abhydrolase domain containing 14B	Q96IU4		MGC15429|CIB						
ABHD15	HGNC:26971	116236	ENSG00000168792	abhydrolase domain containing 15	Q6UXT9								
ABHD16A	HGNC:13921	7920	ENSG00000204427	abhydrolase domain containing 16A, phospholipase	O95870		NG26|D6S82E|BAT5						
ABHD16B	HGNC:16128	140701	ENSG00000183260	abhydrolase domain containing 16B	Q9H3Z7		dJ591C20.1|C20orf135						
ABHD17A	HGNC:28756	81926	ENSG00000129968	abhydrolase domain containing 17A, depalmitoylase	Q96GS6		MGC5244|C19orf27|FAM108A1						
ABHD17B	HGNC:24278	51104	ENSG00000107362	abhydrolase domain containing 17B, depalmitoylase	Q5VST6		CGI-67|C9orf77|FAM108B1						
ABHD17C	HGNC:26925	58489	ENSG00000136379	abhydrolase domain containing 17C, depalmitoylase	Q6PCB6		FAM108C1						
ABHD18	HGNC:26111	80167	ENSG00000164074	abhydrolase domain containing 18	Q0P651		FLJ21106|C4orf29						
ABI1	HGNC:11320	10006	ENSG00000136754	abl interactor 1	Q8IZP0		E3B1|ABI-1|SSH3BP1						
ABI2	HGNC:24011	10152	ENSG00000138443	abl interactor 2	Q9NYB9		ABI-2|AIP-1|ABI2B|AblBP3|argBPIA|SSH3BP2						
ABI3	HGNC:29859	51225	ENSG00000108798	ABI family member 3	Q9P2A4		NESH|SSH3BP3						
ABI3BP	HGNC:17265	25890	ENSG00000154175	ABI family member 3 binding protein	Q7Z7G0		NESHBP|DKFZP586L2024|TARSH						
ABITRAM	HGNC:1364	54942	ENSG00000119328	actin binding transcription modulator	Q9NX38		CG-8|FLJ20457|Simiate|C9orf6|FAM206A						
ABL1	HGNC:76	25	ENSG00000097007	ABL proto-oncogene 1, non-receptor tyrosine kinase	P00519		JTK7|c-ABL|p150|ABL						
ABL2	HGNC:77	27	ENSG00000143322	ABL proto-oncogene 2, non-receptor tyrosine kinase	P42684		ARG|ABLL						
ABLIM1	HGNC:78	3983	ENSG00000099204	actin binding LIM protein 1	O14639		abLIM|limatin|LIMAB1|ABLIM						
ABLIM2	HGNC:19195	84448	ENSG00000163995	actin binding LIM protein family member 2	Q6H8Q1		KIAA1808						
ABLIM3	HGNC:29132	22885	ENSG00000173210	actin binding LIM protein family member 3	O94929		KIAA0843						
ABO	HGNC:79	28	ENSG00000175164	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	P16442		A3GALNT|A3GALT1						
ABR	HGNC:81	29	ENSG00000159842	ABR activator of RhoGEF and GTPase	Q12979		MDB						
ABRA	HGNC:30655	137735	ENSG00000174429	actin binding Rho activating protein	Q8N0Z2		STARS						
ABRACL	HGNC:21230	58527	ENSG00000146386	ABRA C-terminal like	Q9P1F3		PRO2013|HSPC280|Costars|C6orf115						
ABRAXAS1	HGNC:25829	84142	ENSG00000163322	abraxas 1, BRCA1 A complex subunit	Q6UWZ7		FLJ13614|ABRA1|ABRAXAS|CCDC98|FAM175A						
ABRAXAS2	HGNC:28975	23172	ENSG00000165660	abraxas 2, BRISC complex subunit	Q15018		Em:AC068896.4|ABRO1|KIAA0157|FAM175B						
ABT1	HGNC:17369	29777	ENSG00000146109	activator of basal transcription 1	Q9ULW3		Esf2						
ABTB1	HGNC:18275	80325	ENSG00000114626	ankyrin repeat and BTB domain containing 1	Q969K4		BPOZ|EF1ABP|Btb3|BTBD21|BPOZ-2						
ABTB2	HGNC:23842	25841	ENSG00000166016	ankyrin repeat and BTB domain containing 2	Q8N961		DKFZP586C1619|BTBD22|ABTB2A						
ABTB3	HGNC:23844	121551	ENSG00000151136	ankyrin repeat and BTB domain containing 3	A6QL63		FLJ33957|ABTB2B|BTBD11						
ACAA1	HGNC:82	30	ENSG00000060971	acetyl-CoA acyltransferase 1	P09110		Lnc-Myd88						
ACAA2	HGNC:83	10449	ENSG00000167315	acetyl-CoA acyltransferase 2	P42765		DSAEC						
ACACA	HGNC:84	31	ENSG00000278540	acetyl-CoA carboxylase alpha	Q13085		ACC1|ACC-alpha|ACCA|ACCalpha|ACACalpha|Acac1|hACC1|ACAC|ACC						
ACACB	HGNC:85	32	ENSG00000076555	acetyl-CoA carboxylase beta	O00763		HACC275|ACC2|ACCB|ACC-beta|ACCbeta|ACACbeta						
ACAD8	HGNC:87	27034	ENSG00000151498	acyl-CoA dehydrogenase family member 8	Q9UKU7								
ACAD9	HGNC:21497	28976	ENSG00000177646	acyl-CoA dehydrogenase family member 9	Q9H845		NPD002|MGC14452						
ACAD10	HGNC:21597	80724	ENSG00000111271	acyl-CoA dehydrogenase family member 10	Q6JQN1		MGC5601						
ACAD11	HGNC:30211	84129	ENSG00000240303	acyl-CoA dehydrogenase family member 11	Q709F0		FLJ12592						
ACADL	HGNC:88	33	ENSG00000115361	acyl-CoA dehydrogenase long chain	P28330		LCAD|ACAD4						
ACADM	HGNC:89	34	ENSG00000117054	acyl-CoA dehydrogenase medium chain	P11310		MCAD|MCADH|ACAD1						
ACADS	HGNC:90	35	ENSG00000122971	acyl-CoA dehydrogenase short chain	P16219		SCAD|ACAD3						
ACADSB	HGNC:91	36	ENSG00000196177	acyl-CoA dehydrogenase short/branched chain	P45954		SBCAD|ACAD7						
ACADVL	HGNC:92	37	ENSG00000072778	acyl-CoA dehydrogenase very long chain	P49748		VLCAD|LCACD|ACAD6						
ACAN	HGNC:319	176	ENSG00000157766	aggrecan	P16112		CSPGCP|MSK16|CSPG1|AGC1						
ACAP1	HGNC:16467	9744	ENSG00000072818	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	Q15027		KIAA0050|CENTB1						
ACAP2	HGNC:16469	23527	ENSG00000114331	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	Q15057		KIAA0041|CNT-B2|CENTB2						
ACAP3	HGNC:16754	116983	ENSG00000131584	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	Q96P50		KIAA1716|CENTB5						
ACAT1	HGNC:93	38	ENSG00000075239	acetyl-CoA acetyltransferase 1	P24752		THIL|ACAT						
ACAT2	HGNC:94	39	ENSG00000120437	acetyl-CoA acetyltransferase 2	Q9BWD1								
ACBD3	HGNC:15453	64746	ENSG00000182827	acyl-CoA binding domain containing 3	Q9H3P7		GCP60|PAP7|GOLPH1|GOCAP1						
ACBD4	HGNC:23337	79777	ENSG00000181513	acyl-CoA binding domain containing 4	Q8NC06		FLJ13322						
ACBD5	HGNC:23338	91452	ENSG00000107897	acyl-CoA binding domain containing 5	Q5T8D3		DKFZp434A2417|KIAA1996						
ACBD6	HGNC:23339	84320	ENSG00000230124	acyl-CoA binding domain containing 6	Q9BR61		MGC2404						
ACBD7	HGNC:17715	414149	ENSG00000176244	acyl-CoA binding domain containing 7	Q8N6N7		FLJ38219|bA455B2.2						
ACCS	HGNC:23989	84680	ENSG00000110455	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	Q96QU6		PHACS|ACS						
ACCSL	HGNC:34391	390110	ENSG00000205126	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	Q4AC99								
ACD	HGNC:25070	65057	ENSG00000102977	ACD shelterin complex subunit and telomerase recruitment factor	Q96AP0		Ptop|Pip1|Tpp1|Tint1						
ACE	HGNC:2707	1636	ENSG00000159640	angiotensin I converting enzyme	P12821		ACE1|CD143|DCP1						
ACE2	HGNC:13557	59272	ENSG00000130234	angiotensin converting enzyme 2	Q9BYF1		ACEH						
ACER1	HGNC:18356	125981	ENSG00000167769	alkaline ceramidase 1	Q8TDN7		ASAH3						
ACER2	HGNC:23675	340485	ENSG00000177076	alkaline ceramidase 2	Q5QJU3		FLJ41587|ALKCDase2|ASAH3L						
ACER3	HGNC:16066	55331	ENSG00000078124	alkaline ceramidase 3	Q9NUN7		FLJ11238|APHC|PHCA						
ACHE	HGNC:108	43	ENSG00000087085	acetylcholinesterase (Yt blood group)	P22303		YT						
ACIN1	HGNC:17066	22985	ENSG00000100813	apoptotic chromatin condensation inducer 1	Q9UKV3		KIAA0670|fSAP152|ACINUS						
ACKR1	HGNC:4035	2532	ENSG00000213088	atypical chemokine receptor 1 (Duffy blood group)	Q16570		CCBP1|GPD|Dfy|CD234|FY|DARC						
ACKR2	HGNC:1565	1238	ENSG00000144648	atypical chemokine receptor 2	O00590		CCR10|D6|CCR9|CMKBR9|CCBP2						
ACKR3	HGNC:23692	57007	ENSG00000144476	atypical chemokine receptor 3	P25106		RDC1|GPR159|CMKOR1|CXCR7						
ACKR4	HGNC:1611	51554	ENSG00000129048	atypical chemokine receptor 4	Q9NPB9		CCR11|CCBP2|VSHK1|CCX-CKR|PPR1|CCRL1						
ACKR5	HGNC:13708	11318	ENSG00000166856	atypical chemokine receptor 5	O15218		hrhAMR|G10D|AM-R|ADMR|GPR182						
ACLY	HGNC:115	47	ENSG00000131473	ATP citrate lyase	P53396		ATPCL|CLATP|ACL						
ACMSD	HGNC:19288	130013	ENSG00000153086	aminocarboxymuconate semialdehyde decarboxylase	Q8TDX5								
ACO1	HGNC:117	48	ENSG00000122729	aconitase 1	P21399		IRP1|IREBP|IREB1						
ACO2	HGNC:118	50	ENSG00000100412	aconitase 2	Q99798		ACONM						
ACOD1	HGNC:33904	730249	ENSG00000102794	aconitate decarboxylase 1	A6NK06		CAD|IRG1						
ACOT1	HGNC:33128	641371	ENSG00000184227	acyl-CoA thioesterase 1	Q86TX2		ACH2|CTE-1|LACH2						
ACOT2	HGNC:18431	10965	ENSG00000119673	acyl-CoA thioesterase 2	P49753		Mte1|ZAP128						
ACOT4	HGNC:19748	122970	ENSG00000177465	acyl-CoA thioesterase 4	Q8N9L9		FLJ31235|PTE-Ib|PTE2B						
ACOT6	HGNC:33159	641372	ENSG00000205669	acyl-CoA thioesterase 6	Q3I5F7		C14orf42						
ACOT7	HGNC:24157	11332	ENSG00000097021	acyl-CoA thioesterase 7	O00154		BACH|ACH1|ACT|CTE-II|LACH1|MGC1126|hBACH						
ACOT8	HGNC:15919	10005	ENSG00000101473	acyl-CoA thioesterase 8	O14734		hACTE-III|hTE|PTE-2|NAP1|PTE1						
ACOT9	HGNC:17152	23597	ENSG00000123130	acyl-CoA thioesterase 9	Q9Y305		CGI-16|MT-ACT48|ACATE2						
ACOT11	HGNC:18156	26027	ENSG00000162390	acyl-CoA thioesterase 11	Q8WXI4		STARD14|BFIT|KIAA0707|BFIT1|THEM1|THEA						
ACOT12	HGNC:24436	134526	ENSG00000172497	acyl-CoA thioesterase 12	Q8WYK0		Cach|THEAL|STARD15						
ACOT13	HGNC:20999	55856	ENSG00000112304	acyl-CoA thioesterase 13	Q9NPJ3		HT012|THEM2						
ACOX1	HGNC:119	51	ENSG00000161533	acyl-CoA oxidase 1	Q15067		PALMCOX						
ACOX2	HGNC:120	8309	ENSG00000168306	acyl-CoA oxidase 2	Q99424		BRCACOX|BRCOX|THCCox						
ACOX3	HGNC:121	8310	ENSG00000087008	acyl-CoA oxidase 3, pristanoyl	O15254								
ACOXL	HGNC:25621	55289	ENSG00000153093	acyl-CoA oxidase like	Q9NUZ1		FLJ11042|ACOX4						
ACP1	HGNC:122	52	ENSG00000143727	acid phosphatase 1	P24666		HAAP|LMW-PTP|LMWPTP						
ACP2	HGNC:123	53	ENSG00000134575	acid phosphatase 2, lysosomal	P11117		LAP						
ACP3	HGNC:125	55	ENSG00000014257	acid phosphatase 3	P15309		ACP-3|PAP|TM-PAP|ACPP						
ACP4	HGNC:14376	93650	ENSG00000142513	acid phosphatase 4	Q9BZG2		ACPT						
ACP5	HGNC:124	54	ENSG00000102575	acid phosphatase 5, tartrate resistant	P13686		TRAP|HPAP|TRAcP						
ACP6	HGNC:29609	51205	ENSG00000162836	acid phosphatase 6, lysophosphatidic	Q9NPH0		LPAP|ACPL1						
ACP7	HGNC:33781	390928	ENSG00000183760	acid phosphatase 7, tartrate resistant (putative)	Q6ZNF0		FLJ16165|PAPL1|PAPL						
ACR	HGNC:126	49	ENSG00000100312	acrosin	P10323								
ACRBP	HGNC:17195	84519	ENSG00000111644	acrosin binding protein	Q8NEB7		SP32|OY-TES-1|CT23						
ACRV1	HGNC:127	56	ENSG00000134940	acrosomal vesicle protein 1	P26436		SPACA2|SP-10|D11S4365						
ACSBG1	HGNC:29567	23205	ENSG00000103740	acyl-CoA synthetase bubblegum family member 1	Q96GR2		BGM|FLJ30320|MGC14352|BG1|KIAA0631|hBG1|hsBG						
ACSBG2	HGNC:24174	81616	ENSG00000130377	acyl-CoA synthetase bubblegum family member 2	Q5FVE4		BGR|PRTD-NY3|DKFZp434K1635						
ACSF2	HGNC:26101	80221	ENSG00000167107	acyl-CoA synthetase family member 2	Q96CM8		FLJ20920|ACSMW						
ACSF3	HGNC:27288	197322	ENSG00000176715	acyl-CoA synthetase family member 3	Q4G176								
ACSL1	HGNC:3569	2180	ENSG00000151726	acyl-CoA synthetase long chain family member 1	P33121		LACS2|LACS|ACS1|LACS1|FACL1|FACL2						
ACSL3	HGNC:3570	2181	ENSG00000123983	acyl-CoA synthetase long chain family member 3	O95573		ACS3|PRO2194|FACL3						
ACSL4	HGNC:3571	2182	ENSG00000068366	acyl-CoA synthetase long chain family member 4	O60488		ACS4|LACS4|FACL4|MRX63|MRX68						
ACSL5	HGNC:16526	51703	ENSG00000197142	acyl-CoA synthetase long chain family member 5	Q9ULC5		ACS5|ACS2|FACL5						
ACSL6	HGNC:16496	23305	ENSG00000164398	acyl-CoA synthetase long chain family member 6	Q9UKU0		KIAA0837|ACS2|LACS5|LACS2|FACL6						
ACSM1	HGNC:18049	116285	ENSG00000166743	acyl-CoA synthetase medium chain family member 1	Q08AH1		MACS1|BUCS1						
ACSM2A	HGNC:32017	123876	ENSG00000183747	acyl-CoA synthetase medium chain family member 2A	Q08AH3		A-923A4.1|MGC150530|ACSM2						
ACSM2B	HGNC:30931	348158	ENSG00000066813	acyl-CoA synthetase medium chain family member 2B	Q68CK6		HXMA|HYST1046|ACSM2						
ACSM3	HGNC:10522	6296	ENSG00000005187	acyl-CoA synthetase medium chain family member 3	Q53FZ2		SA|SAH						
ACSM4	HGNC:32016	341392	ENSG00000215009	acyl-CoA synthetase medium chain family member 4	P0C7M7								
ACSM5	HGNC:26060	54988	ENSG00000183549	acyl-CoA synthetase medium chain family member 5	Q6NUN0		FLJ20581						
ACSM6	HGNC:31665	142827	ENSG00000173124	acyl-CoA synthetase medium chain family member 6	Q6P461		bA310E22.3|C10orf129						
ACSS1	HGNC:16091	84532	ENSG00000154930	acyl-CoA synthetase short chain family member 1	Q9NUB1		dJ568C11.3|AceCS2L|MGC33843|ACAS2L						
ACSS2	HGNC:15814	55902	ENSG00000131069	acyl-CoA synthetase short chain family member 2	Q9NR19		ACS|ACSA|AceCS|dJ1161H23.1|ACAS2						
ACSS3	HGNC:24723	79611	ENSG00000111058	acyl-CoA synthetase short chain family member 3	Q9H6R3		FLJ21963						
ACTA1	HGNC:129	58	ENSG00000143632	actin alpha 1, skeletal muscle	P68133		NEM3|ACTA						
ACTA2	HGNC:130	59	ENSG00000107796	actin alpha 2, smooth muscle	P62736		ACTSA						
ACTB	HGNC:132	60	ENSG00000075624	actin beta	P60709								
ACTBL2	HGNC:17780	345651	ENSG00000169067	actin beta like 2	Q562R1		DKFZp686D0972						
ACTC1	HGNC:143	70	ENSG00000159251	actin alpha cardiac muscle 1	P68032		CMD1R|ACTC						
ACTG1	HGNC:144	71	ENSG00000184009	actin gamma 1	P63261		ACTG|DFNA20|DFNA26						
ACTG2	HGNC:145	72	ENSG00000163017	actin gamma 2, smooth muscle	P63267		ACTSG|ACTL3|ACTA3						
ACTL6A	HGNC:24124	86	ENSG00000136518	actin like 6A	O96019		Actl6|BAF53A|Arp4|Baf53a|INO80K|SMARCN1						
ACTL6B	HGNC:160	51412	ENSG00000077080	actin like 6B	O94805		BAF53B|SMARCN2|ACTL6						
ACTL7A	HGNC:161	10881	ENSG00000187003	actin like 7A	Q9Y615								
ACTL7B	HGNC:162	10880	ENSG00000148156	actin like 7B	Q9Y614		Tact1						
ACTL8	HGNC:24018	81569	ENSG00000117148	actin like 8	Q9H568		CT57						
ACTL9	HGNC:28494	284382	ENSG00000181786	actin like 9	Q8TC94		MGC33407						
