symbol	hgnc_id	entrez_id	ensembl_gene_id	gene_name	uniprot_ids	protein_name_uniprot	alias_symbols	disease	category	label	evidence	note	source
SLC25A31	HGNC:25319	83447	ENSG00000151475	solute carrier family 25 member 31	Q9H0C2		DKFZP434N1235|ANT4	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC26A6	HGNC:14472	65010	ENSG00000225697	solute carrier family 26 member 6	Q9BXS9		DKFZp586E1422	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC16A9	HGNC:23520	220963	ENSG00000165449	solute carrier family 16 member 9	Q7RTY1		FLJ43803|MCT9|C10orf36	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC45A2	HGNC:16472	51151	ENSG00000164175	solute carrier family 45 member 2	Q9UMX9		AIM-1|OCA4|MATP	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35A3	HGNC:11023	23443	ENSG00000117620	solute carrier family 35 member A3	Q9Y2D2			achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC18A2	HGNC:10935	6571	ENSG00000165646	solute carrier family 18 member A2	Q05940		SVMT|SVAT|VAT2|VMAT2	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC4A10	HGNC:13811	57282	ENSG00000144290	solute carrier family 4 member 10	Q6U841		NBCn2|NCBE	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A17	HGNC:10987	10478	ENSG00000100372	solute carrier family 25 member 17	O43808		PMP34	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A40	HGNC:29680	55972	ENSG00000075303	solute carrier family 25 member 40	Q8TBP6		MCFP	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC5A1	HGNC:11036	6523	ENSG00000100170	solute carrier family 5 member 1	P13866		D22S675|NAGT|SGLT-1|SGLT1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A11	HGNC:18120	55867	ENSG00000168065	solute carrier family 22 member 11	Q9NSA0		OAT4	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC36A1	HGNC:18761	206358	ENSG00000123643	solute carrier family 36 member 1	Q7Z2H8		LYAAT-1|PAT1|TRAMD3	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A31	HGNC:27091	146429	ENSG00000259803	solute carrier family 22 member 31	A6NKX4			achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC19A3	HGNC:16266	80704	ENSG00000135917	solute carrier family 19 member 3	Q9BZV2		THTR2|thTr-2|hTHTR2	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC15A1	HGNC:10920	6564	ENSG00000088386	solute carrier family 15 member 1	P46059		PEPT1|HPECT1|HPEPT1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A7	HGNC:4927	7922	ENSG00000112473	solute carrier family 39 member 7	Q92504		H2-KE4|D6S2244E|KE4|RING5|ZIP7|HKE4	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A9	HGNC:16261	114571	ENSG00000149742	solute carrier family 22 member 9	Q8IVM8		OAT4|FLJ23666|UST3|OAT7	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC7A2	HGNC:11060	6542	ENSG00000003989	solute carrier family 7 member 2	P52569		CAT-2|HCAT2|SLC7A2A|SLC7A2B|CAT-2A|CAT-2B|ATRC2	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC2A14	HGNC:18301	144195	ENSG00000173262	solute carrier family 2 member 14	Q8TDB8		GLUT14|SLC2A3P3	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC45A3	HGNC:8642	85414	ENSG00000158715	solute carrier family 45 member 3	Q96JT2		IPCA-6|prostein|IPCA-2|IPCA-8|PCANAP6|PCANAP2|PCANAP8	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC16A13	HGNC:31037	201232	ENSG00000174327	solute carrier family 16 member 13	Q7RTY0		MCT13	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9C1	HGNC:31401	285335	ENSG00000172139	solute carrier family 9 member C1	Q4G0N8		NHE|SLC9A10	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC71A2	HGNC:23376	84641	ENSG00000148110	solute carrier family 71 member 2	Q5SR56		FLJ14753|HIATL1|MFSD14B	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC66A1	HGNC:26001	54896	ENSG00000040487	solute carrier family 66 member 1	Q6ZP29		FLJ20320|LAAT-1|LAAT1|PQLC2	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9C2	HGNC:28664	284525	ENSG00000162753	solute carrier family 9 member C2 (putative)	Q5TAH2		MGC43026|SLC9A11	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLCO4A1	HGNC:10953	28231	ENSG00000101187	solute carrier organic anion transporter family member 4A1	Q96BD0		OATP-E|OATP4A1|SLC21A12	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC17A6	HGNC:16703	57084	ENSG00000091664	solute carrier family 17 member 6	Q9P2U8		DNPI|VGLUT2	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC44A4	HGNC:13941	80736	ENSG00000204385	solute carrier family 44 member 4	Q53GD3		NG22|CTL4|FLJ14491|TPPT|DFNA72|C6orf29	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A11	HGNC:14463	201266	ENSG00000133195	solute carrier family 39 member 11	Q8N1S5		ZIP11|C17orf26	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC47A1	HGNC:25588	55244	ENSG00000142494	solute carrier family 47 member 1	Q96FL8		FLJ10847|MATE1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A8	HGNC:10972	9376	ENSG00000149452	solute carrier family 22 member 8	Q8TCC7		OAT3	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC7A6OS	HGNC:25807	84138	ENSG00000103061	solute carrier family 7 member 6 opposite strand	Q96CW6		FLJ13291|Iwr1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A42	HGNC:28380	284439	ENSG00000181035	solute carrier family 25 member 42	Q86VD7		MGC26694	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC12A4	HGNC:10913	6560	ENSG00000124067	solute carrier family 12 member 4	Q9UP95		KCC1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC6A1	HGNC:11042	6529	ENSG00000157103	solute carrier family 6 member 1	P30531		GAT1|GABATR|GABATHG|GAT-1|hGAT-1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC30A2	HGNC:11013	7780	ENSG00000158014	solute carrier family 30 member 2	Q9BRI3		ZNT2	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC26A11	HGNC:14471	284129	ENSG00000181045	solute carrier family 26 member 11	Q86WA9			achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC1A6	HGNC:10944	6511	ENSG00000105143	solute carrier family 1 member 6	P48664		EAAT4	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35F5	HGNC:23617	80255	ENSG00000115084	solute carrier family 35 member F5	Q8WV83		FLJ22004	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A3	HGNC:10967	6581	ENSG00000146477	solute carrier family 22 member 3	O75751		OCT3|EMT	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC1A1	HGNC:10939	6505	ENSG00000106688	solute carrier family 1 member 1	P43005		EAAC1|EAAT3|hEAAC1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC29A4	HGNC:23097	222962	ENSG00000164638	solute carrier family 29 member 4	Q7RTT9		FLJ34923|ENT4	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC12A5	HGNC:13818	57468	ENSG00000124140	solute carrier family 12 member 5	Q9H2X9		KIAA1176|KCC2|hKCC2	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC16A11	HGNC:23093	162515	ENSG00000174326	solute carrier family 16 member 11	Q8NCK7		FLJ90193|MCT11	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35B2	HGNC:16872	347734	ENSG00000157593	solute carrier family 35 member B2	Q8TB61		UGTrel4	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC24A3	HGNC:10977	57419	ENSG00000185052	solute carrier family 24 member 3	Q9HC58			achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A11	HGNC:10981	8402	ENSG00000108528	solute carrier family 25 member 11	Q02978		OGC|SLC20A4	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC11A1	HGNC:10907	6556	ENSG00000018280	solute carrier family 11 member 1	P49279		LSH|NRAMP|NRAMP1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A29	HGNC:20116	123096	ENSG00000197119	solute carrier family 25 member 29	Q8N8R3		FLJ38975|C14orf69	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A9	HGNC:20182	55334	ENSG00000029364	solute carrier family 39 member 9	Q9NUM3		FLJ11274|ZIP9	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC6A14	HGNC:11047	11254	ENSG00000268104	solute carrier family 6 member 14	Q9UN76			achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A46	HGNC:25198	91137	ENSG00000164209	solute carrier family 25 member 46	Q96AG3			achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A4	HGNC:17129	55630	ENSG00000147804	solute carrier family 39 member 4	Q6P5W5		ZIP4|ZIP-4|AWMS2|AEZ	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC3A2	HGNC:11026	6520	ENSG00000168003	solute carrier family 3 member 2	P08195		4T2HC|4F2|NACAE|CD98|CD98HC|4F2HC|MDU1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC2A8	HGNC:13812	29988	ENSG00000136856	solute carrier family 2 member 8	Q9NY64		GLUTX1|GLUT8	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC6A19	HGNC:27960	340024	ENSG00000174358	solute carrier family 6 member 19	Q695T7		B0AT1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A51	HGNC:23323	92014	ENSG00000122696	solute carrier family 25 member 51	Q9H1U9		MGC14836|CG7943|MCART1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLCO6A1	HGNC:23613	133482	ENSG00000205359	solute carrier organic anion transporter family member 6A1	Q86UG4		OATP6A1|OATPY|MGC26949|CT48	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC6A5	HGNC:11051	9152	ENSG00000165970	solute carrier family 6 member 5	Q9Y345		GLYT2|GlyT-2|NET1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC27A2	HGNC:10996	11001	ENSG00000140284	solute carrier family 27 member 2	O14975		FATP2|hFACVL1|VLACS|VLCS|HsT17226|ACSVL1|FACVL1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC37A4	HGNC:4061	2542	ENSG00000137700	solute carrier family 37 member 4	O43826		GSD1b|GSD1c|GSD1d|G6PT|SPX4|G6PT1|G6PT2|G6PT3	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A13	HGNC:8494	9390	ENSG00000172940	solute carrier family 22 member 13	Q9Y226		OCTL1|OCTL3|OAT10|ORCTL3	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC37A3	HGNC:20651	84255	ENSG00000157800	solute carrier family 37 member 3	Q8NCC5		DKFZp761N0624|SPX3	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC37A2	HGNC:20644	219855	ENSG00000134955	solute carrier family 37 member 2	Q8TED4		FLJ00171|SPX2	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A4	HGNC:10968	6583	ENSG00000197208	solute carrier family 22 member 4	Q9H015		OCTN1|MGC34546|DFNB60	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35G6	HGNC:31351	643664	ENSG00000259224	solute carrier family 35 member G6	P0C7Q6		TMEM21B|AMAC1L3	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC51B	HGNC:29956	123264	ENSG00000186198	SLC51 subunit beta	Q86UW2		OSTbeta|SLC51A1BP	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35A4	HGNC:20753	113829	ENSG00000176087	solute carrier family 35 member A4	L0R6Q1|Q96G79			achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC27A4	HGNC:10998	10999	ENSG00000167114	solute carrier family 27 member 4	Q6P1M0		FATP4|ACSVL4|FATP-4	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A14	HGNC:20858	23516	ENSG00000104635	solute carrier family 39 member 14	Q15043		KIAA0062|NET34|ZIP14|ZIP-14	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A25	HGNC:32935	387601	ENSG00000196600	solute carrier family 22 member 25	Q6T423		UST6|HIMTP|MGC120420	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9A8	HGNC:20728	23315	ENSG00000197818	solute carrier family 9 member A8	Q9Y2E8		KIAA0939|NHE8	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A21	HGNC:14411	89874	ENSG00000183032	solute carrier family 25 member 21	Q9BQT8		ODC1|ODC	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC17A3	HGNC:10931	10786	ENSG00000124564	solute carrier family 17 member 3	O00476		NPT4	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC27A3	HGNC:10997	11000	ENSG00000143554	solute carrier family 27 member 3	Q5K4L6		FATP3|MGC4365|ACSVL3	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC18A1	HGNC:10934	6570	ENSG00000036565	solute carrier family 18 member A1	P54219		CGAT|VMAT1|VAT1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC40A1	HGNC:10909	30061	ENSG00000138449	solute carrier family 40 member 1	Q9NP59		MTP1|IREG1|FPN1|HFE4|FPN|SLC11A3	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC43A3	HGNC:17466	29015	ENSG00000134802	solute carrier family 43 member 3	Q8NBI5		SEEEG-1|Eeg1|DKFZp762A227|FOAP-13|PRO1659	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC14A2	HGNC:10919	8170	ENSG00000132874	solute carrier family 14 member 2	Q15849		HUT2|UT2	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC6A9	HGNC:11056	6536	ENSG00000196517	solute carrier family 6 member 9	P48067		GLYT1|GlyT-1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A48	HGNC:30451	153328	ENSG00000145832	solute carrier family 25 member 48	Q6ZT89		FLJ44862	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC27A1	HGNC:10995	376497	ENSG00000130304	solute carrier family 27 member 1	Q6PCB7		FATP1|FATP|MGC71751|FLJ00336|ACSVL5	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC17A1	HGNC:10929	6568	ENSG00000124568	solute carrier family 17 member 1	Q14916		NAPI-1|NPT1	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A6	HGNC:18607	25800	ENSG00000141424	solute carrier family 39 member 6	Q13433		LIV-1|ZIP6	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLCO2B1	HGNC:10962	11309	ENSG00000137491	solute carrier organic anion transporter family member 2B1	O94956		OATP-B|OATP2B1|SLC21A9	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9A7	HGNC:17123	84679	ENSG00000065923	solute carrier family 9 member A7	Q96T83		NHE7|NHE-7	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC60A1	HGNC:25433	148808	ENSG00000174514	solute carrier family 60 member 1	Q8N468		DKFZp761N1114|FLJ34577|UNQ3064|FLJ25004|MFSD4|MFSD4A	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A3	HGNC:10989	5250	ENSG00000075415	solute carrier family 25 member 3	Q00325		PiC|PTP|PHC	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC18B1	HGNC:21573	116843	ENSG00000146409	solute carrier family 18 member B1	Q6NT16		dJ55C23.6|C6orf192	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC75A1	HGNC:16894	10227	ENSG00000109736	solute carrier family 75 member 1	Q14728		IT10C3|TETRAN|SLC75A1|MFSD10	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC5A7	HGNC:14025	60482	ENSG00000115665	solute carrier family 5 member 7	Q9GZV3		hCHT|CHT1|ChT	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC17A8	HGNC:20151	246213	ENSG00000179520	solute carrier family 17 member 8	Q8NDX2		VGLUT3|DFNA25	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC2A7	HGNC:13445	155184	ENSG00000197241	solute carrier family 2 member 7	Q6PXP3		GLUT7	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
SLC45A4	HGNC:29196	57210	ENSG00000022567	solute carrier family 45 member 4	Q5BKX6		KIAA1126	achondroplasia	random	0		SLC decoy	SLC decoy, seed 20260921
